"player_index","X","Game_id","Team","minutes","Points","season_id","Total_Rebounds","Assists","Steals","Turnovers","Blocked_Shots","br_url","cbb_games","cbb_minutes"
546,22516.499999999993,24177453.192307692,"MIA",328,85,2011.0000000000002,54,26,9,25,2,"terrel-harris-1",134.00000000000003,3537
547,22550.500000000004,21100503.571428575,"MIL",484,208,2011.0000000000007,101,22,13,31,7,"tobias-harris-1",33.999999999999986,992.0000000000001
548,22590.5,21100488.868421055,"CHA",425,150,2011.000000000001,35,36,5,39,6,"cory-higgins-1",132.00000000000006,4474.000000000002
549,22612,21100149.4,"MIL",39,4,2011,3,6,0,2,0,"darington-hobson-1",35,1176
550,22622,21100682.46666667,"SAC",88,20,2010.9999999999995,14,7,4,2,3,"tyler-honeycutt-1",59,1869.9999999999998
551,22633.5,21100337.75,"NJN",22,5,2010.9999999999998,5,0,0,1,0,"dennis-horner-1",128,2598
552,22662.999999999993,21100449.764705878,"CLE",1561,944,2011.0000000000002,191,275,54,160,20,"kyrie-irving-1",10.999999999999996,302.00000000000006
553,22711,21100428.799999997,"OKC",498,140,2011.0000000000007,53,71,25,36,1,"reggie-jackson-1",98.99999999999997,2771.9999999999995
554,22759.000000000007,21100573.764705878,"GSW",893,297,2011.0000000000002,68,170,33,60,6,"charles-jenkins-1",128,4594.999999999997
555,22792,21100186.2,"NOH",118,27,2010.9999999999995,9,22,8,7,0,"carldell-johnson-1",96,2754.9999999999995
556,22829.999999999996,22739815.081967205,"ATL",989,369,2011,243,32,46,72,18,"ivan-johnson-1",27.999999999999982,449.99999999999994
557,22878.499999999996,21100504.527777776,"BOS",299,114,2011.000000000001,58,6,5,14,14,"jajuan-johnson-1",140,3850
558,22907.499999999996,22009509.409090906,"NYK",113,44,2010.9999999999998,29,4,1,2,6,"jerome-jordan-1",133,3218.0000000000005
559,22932.999999999996,21100353.06896552,"SAS",266,58,2011.0000000000007,25,34,7,12,3,"cory-joseph-1",35.99999999999999,1166
562,23052.499999999993,21100486.651515156,"DET",2131,847,2011,211,251,49,171,10,"brandon-knight-1",37.999999999999964,1363.9999999999993
563,23095,21100807.789473683,"MIN",244,62,2010.9999999999995,26,31,8,17,4,"malcolm-lee-1",94,2508.9999999999995
564,23143.499999999993,24690192.358974356,"SAS",1918,628,2011,410,78,102,57,30,"kawhi-leonard-1",70,2233
565,23187.5,21100343.9,"LAC",46,14,2010.9999999999995,9,5,2,2,2,"travis-leslie-1",90,2349
566,23215.5,21100402.999999993,"MIL",559,218,2011.0000000000007,120,25,14,18,17,"jon-leuer-1",123.00000000000003,2803.999999999999
567,23247,21100685.94117647,"ORL",116,33,2010.9999999999995,15,5,6,10,0,"deandre-liggins-1",99.99999999999999,2190
568,23287.499999999993,21100509.62499999,"WAS",777,230,2011,92,131,28,48,2,"shelvin-mack-1",107.99999999999994,3368.999999999998
569,23331.000000000004,21100386.69565217,"DET",138,46,2011,34,5,4,3,4,"vernon-macklin-1",135.99999999999997,2502.0000000000005
571,23401.000000000007,24578690.086956523,"LAL",178,56,2011,16,24,2,20,0,"darius-morris-1",67,1996
572,23421,21100634.47058823,"HOU",125,40,2010.9999999999995,16,3,2,4,2,"marcus-morris-1",109,2615.9999999999995
573,23460.999999999993,21100488.587301567,"PHO",1229,467,2011,279,65,41,70,42,"markieff-morris-1",108.99999999999994,2102.9999999999986
574,23502.49999999999,25100653.299999993,"ORL",197,49,2010.9999999999995,41,5,8,7,9,"daniel-orton-1",38,500.9999999999999
575,23534.499999999996,21100462.409090903,"MEM",424,126,2011.0000000000007,37,55,15,46,0,"jeremy-pargo-1",134.00000000000003,3844.9999999999995
576,23588,21100488.349206347,"HOU",1802,599,2011,300,134,73,81,29,"chandler-parsons-1",141.99999999999997,3960.9999999999995
577,23622,21100493.8,"OKC",17,8,2011,2,0,0,1,0,"ryan-reid-1",126.00000000000001,2545
579,23679.500000000004,21100488.57142858,"DET",358,84,2011.0000000000005,26,58,18,33,1,"walker-russell-1",53.99999999999999,1258.0000000000002
580,23707.999999999996,21790052.689655166,"MEM",236,63,2011.0000000000007,15,30,7,29,0,"josh-selby-1",25.999999999999996,530
581,23752.499999999996,21433847.966666676,"NYK",1724,563,2011,187,164,102,112,8,"iman-shumpert-1",92,2878.9999999999973
582,23784.5,31100595.25,"PHI",43,13,2010.9999999999998,6,3,0,3,0,"xavier-silas-1",99,3029
583,23819.499999999993,21100496.712121204,"WAS",1433,306,2011,233,49,70,38,30,"chris-singleton-1",94.99999999999999,2764.000000000001
584,23869,21100693.606060605,"ATL",669,183,2011.000000000001,67,105,13,49,3,"donald-sloan-1",138.00000000000003,3863.9999999999995
585,23889.5,21100599,"HOU",69,14,2010.9999999999998,20,1,2,1,5,"greg-smith-1",49,529
586,23896,21100674,"NJN",46,7,2011,7,4,5,0,0,"jerry-smith-1",138,3270
587,23920.500000000004,21100539.38636363,"POR",539,167,2011.0000000000007,56,62,18,42,3,"nolan-smith-1",143,3846
588,23979.500000000004,26235573.878378376,"BOS",912,189,2011.0000000000002,218,33,41,37,96,"greg-stiemsma-1",95.00000000000001,950
589,24028.500000000004,22767159.083333332,"DEN",185,38,2011.0000000000002,26,39,8,11,6,"julyan-stone-1",138,4264
590,24072.99999999999,21100499.246153828,"SAC",1656,749,2011,168,266,53,105,8,"isaiah-thomas-1",104.99999999999996,3191.9999999999986
591,24126.500000000004,21100637.30952381,"NOH",626,166,2011.0000000000007,126,12,10,24,7,"lance-thomas-1",140,2758
592,24149,21100209.333333332,"SAS",14,1,2010.9999999999998,3,1,1,0,1,"malcolm-thomas-1",39,1033
593,24162.499999999996,21100485.541666668,"LAC",120,57,2011.0000000000002,24,3,3,6,3,"trey-thompkins-1",89,2625.0000000000005
594,24207.499999999993,21100521.939393945,"GSW",1612,826,2011,161,133,49,103,20,"klay-thompson-1",98,3370.9999999999986
595,24243,21100272.800000004,"CLE",95,18,2011,5,7,2,5,1,"mychel-thompson-1",128,3724.0000000000005
596,24275.49999999999,21100536.699999996,"CLE",1420,494,2011,389,27,27,81,62,"tristan-thompson-1",128,3263.9999999999995
598,24349.5,21100702.75,"WAS",52,14,2010.9999999999998,10,1,1,1,1,"edwin-ubiles-1",131,4126
600,24434.499999999996,21485115.74999999,"PHI",816,284,2011.0000000000002,247,31,20,33,34,"nikola-vucevic-1",87,2408.999999999998
601,24493.499999999985,21100504.818181813,"CHA",1790,799,2011,234,289,60,119,20,"kemba-walker-1",110.99999999999997,3650.999999999999
602,24559.49999999999,21100486.43939394,"MIN",1420,583,2011,311,38,30,77,31,"derrick-williams-1",26.999999999999986,
603,24604.499999999996,21100366.166666664,"POR",149,88,2011.0000000000002,19,6,6,5,3,"elliot-williams-1",67.99999999999999,1693.0000000000005
604,24637.999999999993,21100564.02325581,"NJN",637,197,2011.0000000000007,156,11,21,23,15,"jordan-williams-1",66.00000000000003,1886.9999999999998
605,25041.333333333332,21111726.592592593,"GSW",191,72,2011.111111111111,45,4,7,9,13,"chris-wright-1",123,3321
606,24697.999999999996,21200702.034482747,"TOR",341,116,2012.0000000000002,77,11,13,17,15,"quincy-acy-1",139,3488.0000000000005
607,24713.999999999996,21201197.333333332,"DAL",9,5,2012,1,1,0,0,0,"josh-akognon-1",119,3129
608,24761.99999999999,23781204.075268812,"GSW",2522,941,2012.0000000000005,410,113,59,117,19,"harrison-barnes-1",75.00000000000003,2197
609,24844.999999999993,21200643.630136985,"POR",890,295,2011.9999999999998,145,58,34,60,9,"will-barton-1",70,2302.9999999999995
610,24891.499999999996,25200759.549999997,"SAS",165,51,2011.9999999999998,37,5,1,12,6,"aron-baynes-1",121.99999999999997,2683.999999999999
611,24936.499999999985,23772053,"GSW",282,125,2011.9999999999998,27,24,18,20,4,"kent-bazemore-1",139.99999999999997,3681.999999999999
612,24999.5,21200493.14285713,"WAS",1744,780,2012,211,137,50,90,29,"bradley-beal-1",36.99999999999999,1264.9999999999993
613,25048.00000000001,24127661.682926826,"HOU",824,269,2012.0000000000005,129,120,38,42,22,"patrick-beverley-1",70,2386.9999999999995
615,25150,23969838.000000007,"NYK",957,523,2011.9999999999995,128,28,21,54,12,"chris-copeland-1",112.99999999999997,1920.9999999999989
616,25221.5,21200627.43589743,"DAL",1349,392,2011.9999999999998,187,94,63,49,17,"jae-crowder-1",71.99999999999996,2173.9999999999977
617,25264.499999999996,21200162.375,"DAL",26,16,2012,3,1,1,2,0,"jared-cunningham-1",33,488.00000000000006
618,25300.499999999996,21200666.015624993,"NOH",1848,867,2011.9999999999995,522,63,75,89,112,"anthony-davis-1",123.99999999999994,3731.9999999999995
619,25362.5,21200486.63333333,"DET",1243,476,2011.9999999999995,457,30,59,57,95,"andre-drummond-1",33.99999999999997,964.9999999999995
620,25412.999999999996,21200671.414634135,"DET",412,119,2012.0000000000005,37,26,16,19,3,"kim-english-1",141.00000000000003,3411.999999999999
621,25478.5,23867224.35555554,"GSW",1257,215,2012.0000000000005,343,24,26,75,81,"festus-ezeli-1",120.99999999999996,2165.0000000000005
624,25626,21200757.421052635,"PHO",149,40,2012,15,31,10,16,0,"diante-garrett-1",128,3954.9999999999995
625,25681.000000000015,23837901.252747256,"GSW",1283,297,2012.0000000000005,311,72,48,63,35,"draymond-green-1",144.99999999999994,3624.999999999999
626,25743.499999999996,24729950.411764707,"IND",224,57,2012.0000000000005,21,24,7,20,3,"ben-hansbrough-1",134.00000000000003,4274.000000000002
627,25791.99999999999,21200742.555555534,"ORL",1738,566,2011.9999999999995,280,43,79,62,50,"maurice-harkless-1",32,1154.9999999999995
628,25856.99999999999,22394653.373134322,"MIL",859,386,2011.9999999999995,305,32,21,49,42,"john-henson-1",108.99999999999994,2593.999999999998
629,25894.999999999996,21201166.777777776,"PHI",143,42,2012,14,15,3,9,6,"justin-holiday-1",122.99999999999999,2410
631,25977.999999999996,22431435.861538455,"ATL",929,374,2011.9999999999995,96,59,12,42,10,"john-jenkins-1",98,2998.0000000000014
632,26079.999999999996,25010214.063492045,"IND",645,213,2011.9999999999995,113,48,11,30,9,"orlando-johnson-1",123.99999999999994,3880.9999999999986
633,26113.5,21200122.75,"LAL",6,0,2012,4,1,0,0,0,"darius-johnson-odom-1",105,3234
634,26146.99999999999,21200677.42857142,"ORL",803,233,2011.9999999999995,105,16,19,30,22,"dequan-jones-1",110.99999999999994,1608.9999999999989
635,26194.499999999996,21200764.781250004,"CLE",335,95,2012.0000000000005,78,10,9,8,5,"kevin-jones-1",9,9
636,26230,21713433.794871803,"OKC",288,88,2012.0000000000007,63,10,5,15,6,"perry-jones-1",63,2028
637,26260,23105338,"HOU",310,112,2011.9999999999998,80,16,12,14,20,"terrence-jones-1",76,2309.999999999999
638,26275.499999999993,21200641.9,"BOS",54,9,2012,7,1,3,2,0,"kris-joseph-1",140,3724
639,26319.500000000007,21200613.256410252,"CHA",2028,704,2011.9999999999998,455,117,54,101,70,"michael-kidd-gilchrist-1",39.99999999999999,1244.0000000000002
641,26406.999999999996,21200656.829787232,"MIL",577,154,2012.0000000000002,46,32,13,26,0,"doron-lamb-1",78.00000000000001,2324
642,26441.99999999999,21200513.000000004,"OKC",147,71,2012,18,5,2,6,2,"jeremy-lamb-1",75,2407
643,26488.000000000004,21200629.318840586,"POR",1204,377,2011.9999999999995,255,33,11,49,38,"meyers-leonard-1",65,1286.9999999999998
644,26563.500000000007,21200620.865853656,"POR",3166,1562,2012,257,531,74,243,19,"damian-lillard-1",103.99999999999994,3359.0000000000014
645,26610,30291221.545454547,"HOU",30,11,2012,2,7,2,9,0,"scott-machado-1",132,4144
646,26639.5,21200794.39583333,"PHO",705,143,2012.0000000000002,42,143,22,57,4,"kendall-marshall-1",72.99999999999999,2101.9999999999995
647,26666.5,21200842.666666668,"BOS",36,7,2012.0000000000002,3,0,2,1,2,"fab-melo-1",63.00000000000001,1089
648,26683,21200906.629629623,"DET",477,165,2012,50,28,15,11,4,"khris-middleton-1",86.99999999999997,2262.0000000000005
649,26722.499999999985,21200624.076923076,"NOH",692,118,2012,78,44,17,23,12,"darius-miller-1",151.99999999999991,3784.000000000001
650,26752,21200817.857142854,"DEN",26,9,2012,2,3,1,1,0,"quincy-miller-1",37,902
652,26823.999999999996,21200774.404255316,"PHI",544,174,2012.0000000000002,145,10,17,19,10,"arnett-moultrie-1",99.99999999999999,3019.999999999999
653,26856.000000000007,21200675.529411767,"UTA",51,15,2012.0000000000002,4,2,1,3,0,"kevin-murphy-1",128,3712
654,26902,21200598.306666665,"ORL",1255,587,2011.9999999999998,258,44,24,79,32,"andrew-nicholson-1",122.99999999999996,3677
657,27006.5,21200637.214285716,"IND",54,13,2012.0000000000002,22,2,0,3,3,"miles-plumlee-1",135,2133
659,27131,21200474.655737698,"NOH",1416,377,2011.9999999999995,109,127,26,74,9,"austin-rivers-1",33.99999999999997,1128
660,27200.499999999993,21200607.91025641,"NOH",1329,555,2011.9999999999998,97,219,37,71,3,"brian-roberts-1",125,3900
662,27346,21200586.575342465,"TOR",1240,467,2011.9999999999998,144,53,43,48,14,"terrence-ross-1",68.99999999999999,1682.9999999999995
663,27399.5,22376985.352941167,"LAL",207,43,2012.0000000000005,36,6,1,10,10,"robert-sacre-1",135.99999999999997,2951
664,27438.5,23018830.704545442,"ATL",397,196,2012.0000000000005,117,13,4,21,2,"mike-scott-1",54.99999999999999,1258.9999999999998
667,27557.5,21200910.5,"NOH",5,4,2012,2,0,0,1,0,"henry-sims-1",121,1827
668,27599.500000000004,21200593.731707312,"DET",2296,720,2012,330,77,57,98,37,"kyle-singler-1",148.00000000000009,4883.999999999996
669,27663.000000000004,21200338.155555554,"BOS",889,270,2012.0000000000005,264,35,22,29,22,"jared-sullinger-1",73.99999999999999,2294.0000000000005
670,27705.49999999999,22200574.15000001,"BRK",221,85,2012.0000000000007,18,21,13,25,0,"tyshawn-taylor-1",146,4044
671,27753.49999999999,24057710.124999996,"CHI",464,109,2012,47,75,11,37,8,"marquis-teague-1",39.99999999999997,1303.9999999999995
674,27904,21200711.846153848,"BOS",59,8,2012,9,3,1,6,2,"jarvis-varnado-1",141,3594.999999999999
675,27940.99999999999,21200548.344262276,"CLE",1757,894,2011.9999999999995,149,183,59,121,16,"dion-waiters-1",70.99999999999999,1447.9999999999995
676,27985.000000000004,21200432.777777776,"PHI",202,76,2012,7,27,6,15,0,"maalik-wayns-1",95.00000000000001,2460.0000000000005
677,28021.999999999993,24127506.48780488,"MEM",288,99,2012.0000000000005,32,45,9,31,4,"tony-wroten-1",35,1059.9999999999998
678,28050.499999999996,21200404.812499996,"PHO",59,19,2012.0000000000005,10,3,0,0,0,"luke-zeller-1",128,1689
679,28097.000000000007,21200629.337662343,"CLE",2026,610,2011.9999999999995,438,96,35,95,70,"tyler-zeller-1",116.99999999999999,2691.0000000000014
680,28185.000000000007,24936906.84848485,"OKC",1531,335,2013.0000000000007,406,47,41,81,81,"steven-adams-1",32,747.9999999999999
683,28375.5,21301045.14285714,"BOS",135,22,2013,17,3,6,3,0,"chris-babb-1",130,3444.9999999999995
684,28408.499999999996,21300496.692307685,"CLE",666,217,2013,155,17,21,47,8,"anthony-bennett-1",34.999999999999986,948
685,28436,21300643.666666664,"BOS",14,5,2013,3,1,0,2,0,"vander-blue-1",105.99999999999999,2724
686,28450.5,21300485.884615384,"PHI",224,64,2012.9999999999998,28,41,13,16,3,"lorenzo-brown-1",101.00000000000001,3291.999999999999
687,28486,22189484.6,"LAC",401,117,2012.9999999999998,54,13,9,13,1,"reggie-bullock-1",46,
688,28543.5,21300694.114285707,"UTA",2262,895,2012.9999999999998,208,396,42,131,6,"trey-burke-1",72.99999999999996,2606.0000000000005
689,28585.499999999993,21300281.499999993,"TOR",147,43,2013,23,10,8,10,0,"dwight-buycks-1",68,1767.9999999999998
690,28628,21300683.056338027,"MEM",1174,347,2012.9999999999998,137,207,66,101,8,"nick-calathes-1",71.99999999999996,2376.0000000000005
691,28703.5,21300621.437500007,"DET",1582,470,2013,156,55,75,28,12,"kentavious-caldwell-pope-1",64,2112.0000000000005
692,28754.499999999993,21300940.18181818,"HOU",252,101,2012.9999999999998,24,22,8,21,4,"isaiah-canaan-1",132,3879.9999999999995
693,28800.5,21300663.38571427,"PHI",2415,1167,2012.9999999999998,437,441,130,247,43,"michael-carter-williams-1",66,1676
694,28850.999999999996,21300480,"PHO",199,71,2013.0000000000002,38,8,2,6,3,"dionte-christmas-1",130,3848.000000000001
695,28877.999999999993,21300677.086956516,"UTA",174,68,2012.9999999999998,19,15,8,14,2,"ian-clark-1",133,3817
696,28893,21300800.85714286,"HOU",34,16,2013,5,0,2,1,0,"robert-covington-1",118,3540
697,28904.000000000004,21300564.6,"POR",98,33,2013,9,6,2,3,1,"allen-crabbe-1",97.99999999999999,3400
698,28912.5,21300765.5,"MEM",13,3,2013,1,0,2,0,0,"seth-curry-1",141,4356
699,28917.999999999996,30189568.111111104,"HOU",143,73,2013,13,6,2,5,0,"troy-daniels-1",124.99999999999999,2112
700,28947.999999999993,21300533.078431364,"PHI",573,144,2013,109,28,24,35,8,"brandon-davies-1",135,3252.9999999999986
701,28989,21300808.774193555,"GSW",391,97,2013.0000000000002,127,5,7,18,22,"dewayne-dedmon-1",51,1156.9999999999998
702,29040.5,21300662.72222222,"CLE",1274,339,2012.9999999999998,123,187,33,60,5,"matthew-dellavedova-1",135.99999999999991,4949.999999999997
703,29106.499999999993,21300688.083333317,"MIN",820,286,2012.9999999999998,300,39,30,54,50,"gorgui-dieng-1",101.99999999999999,2784
704,29137.5,21301006.5,"CLE",11,2,2013,2,0,0,1,0,"shane-edwards-1",62,1413
705,29141.999999999996,21300449.57142857,"CLE",38,19,2013,6,4,0,4,0,"carrick-felix-1",94.00000000000001,2621.9999999999995
706,29157,23039555.69565217,"MEM",165,40,2012.9999999999998,24,6,4,11,2,"jamaal-franklin-1",84.99999999999999,2201
708,29239.499999999985,21300505.98076922,"PHO",533,194,2013,87,20,20,44,11,"archie-goodwin-1",33,1048.9999999999995
709,29274,23653941.82352941,"BRK",247,64,2013,23,30,10,14,1,"jorge-gutierrez-1",129,3431
710,29286.5,21301124.875000004,"CHA",74,26,2013,7,0,5,4,0,"justin-hamilton-1",112.99999999999999,3524.9999999999995
711,29291.5,21300063.5,"LAL",12,0,2013,1,1,1,0,0,"elias-harris-1",135,3780
712,29307,21990162.655172415,"IND",227,47,2013,41,12,5,13,2,"solomon-hill-1",139,4030.9999999999995
713,29322.5,21301139,"CLE",7,1,2013,0,1,1,0,0,"scotty-hopson-1",103,2760
714,29349.999999999985,21300619.28301886,"MIN",651,181,2013.0000000000002,132,23,16,10,2,"robbie-hummel-1",126.99999999999993,3834.9999999999995
716,29428,21300769.84745763,"LAL",1314,472,2013,219,95,32,47,45,"ryan-kelly-1",40.99999999999998,667.9999999999999
718,29502.5,22100566.219999995,"DAL",501,132,2013,43,73,26,40,1,"shane-larkin-1",67.99999999999996,2127.9999999999995
720,29559.5,21300751.785714284,"PHO",360,86,2012.9999999999998,99,4,4,26,18,"alex-len-1",60.00000000000001,1469.9999999999998
721,29602.999999999996,21300845.95555556,"SAC",896,280,2012.9999999999998,79,120,22,39,9,"ray-mccallum-1",114.99999999999999,4163
722,29647.499999999993,24028024.272727273,"POR",503,205,2012.9999999999998,49,27,14,36,2,"cj-mccollum-1",110.99999999999999,3651.000000000001
723,29710.499999999996,21300628.743902426,"SAC",2185,720,2013,235,82,45,96,18,"ben-mclemore-1",37.00000000000002,1191.000000000001
724,29767,21300299.00000001,"DAL",293,73,2013.0000000000002,27,63,4,31,1,"gal-mekel-1",62.000000000000014,1357.0000000000002
725,29806.49999999999,21300653.79166666,"MIL",182,56,2013,54,6,14,8,6,"tony-mitchell-1",69.99999999999999,
726,29849.00000000001,21300716.43243243,"MIN",290,143,2013.0000000000005,53,6,8,16,1,"shabazz-muhammad-1",32,984.9999999999999
727,29879.5,21300450.541666664,"CHI",61,6,2012.9999999999998,8,2,0,2,4,"erik-murphy-1",135.99999999999997,2488
728,29902.499999999996,23119157.5,"ATL",220,76,2012.9999999999998,52,7,3,12,10,"mike-muscala-1",133,3817
730,29944.999999999996,21300930.23076923,"ATL",167,44,2013,19,8,6,7,2,"james-nunnally-1",123,3615.9999999999995
731,29991.5,21300597.749999993,"ORL",2485,1106,2013,329,327,129,256,37,"victor-oladipo-1",103.99999999999994,2557.9999999999986
732,30066.49999999999,21300643.742857125,"BOS",1396,607,2012.9999999999998,365,109,35,106,27,"kelly-olynyk-1",100.99999999999999,1736.9999999999993
733,30104.000000000004,21300375.6,"NOP",30,3,2013,8,3,0,1,0,"arinze-onuaku-1",134,3055
734,30146.50000000001,23800598.162499994,"BRK",1389,542,2013,331,62,52,86,62,"mason-plumlee-1",141.00000000000014,3651
735,30206.499999999993,22800662.774999995,"WAS",327,80,2013.0000000000002,57,10,8,14,1,"otto-porter-1",64,2080
736,30263.99999999999,21300611.61333332,"BOS",1129,213,2012.9999999999998,105,241,68,87,5,"phil-pressey-1",98.99999999999999,2940
738,30354.999999999996,21300222.818181813,"WAS",109,32,2013,20,7,6,9,1,"glen-rice-1",134,3993
739,30381.499999999993,22253055.976190478,"OKC",406,75,2012.9999999999998,96,15,19,19,10,"andre-roberson-1",105,2971.000000000001
741,30465.499999999993,21300609.95833333,"DET",223,54,2012.9999999999998,14,34,9,18,1,"peyton-siva-1",143.99999999999994,3772
742,30478.5,21300428.5,"NYK",2,0,2013,0,0,0,0,0,"chris-smith-1",127,4267
743,30520.5,22520138.902439028,"CHI",1279,350,2013,130,70,30,45,16,"tony-snell-1",103.99999999999994,2579
744,30563.5,21300954,"CHA",30,14,2013,8,0,1,1,2,"james-southerland-1",111.99999999999999,2094
745,30568.5,21301000.66666667,"ORL",37,14,2013,3,3,0,1,0,"adonis-thomas-1",55,1512.0000000000002
746,30610.00000000001,21300616.415584415,"PHI",1742,461,2012.9999999999995,247,73,53,60,12,"hollis-thompson-1",98.99999999999999,2434.9999999999995
747,30652.999999999993,21301137.11111111,"PHI",116,48,2013,9,10,8,5,0,"casper-ware-1",131,4323
748,30659,21301047.333333332,"SAC",9,0,2013,0,0,0,0,0,"royce-white-1",34,1071
749,30689.49999999999,21300729.413793087,"NOP",686,190,2013,150,26,15,20,50,"jeff-withey-1",116.99999999999997,2315.999999999999
750,30747.499999999996,21300543.206896536,"MIL",1307,417,2013,149,187,35,57,15,"nate-wolters-1",126.99999999999991,4202.999999999998
751,30819.50000000003,22230813.76744186,"CHA",1465,498,2013.0000000000005,362,94,40,89,44,"cody-zeller-1",71.99999999999999,2088.0000000000005
752,30879.499999999993,23753639.73529412,"MEM",258,101,2014,29,16,17,14,7,"jordan-adams-1",69.00000000000001,2083
755,30979.499999999996,21400594.55555556,"CHI",66,10,2013.9999999999998,8,1,2,3,1,"cameron-bairstow-1",134,2787
756,30989.5,21400957.5,"UTA",2,0,2014,3,0,0,1,0,"jerrelle-benimon-1",128,3097
757,30992,21401170.333333332,"SAC",2,2,2013.9999999999998,1,1,0,0,1,"sim-bhullar-1",65,1644
758,31024.999999999996,21400635.999999996,"HOU",1195,379,2013.9999999999986,368,42,19,48,24,"tarik-black-1",134.99999999999997,2793.9999999999986
760,31150,21401104.52631579,"LAL",567,227,2013.9999999999998,36,40,12,32,2,"jabari-brown-1",61.99999999999999,2163
761,31183.999999999996,22217127.612244897,"BRK",793,222,2013.999999999999,109,40,31,29,12,"markel-brown-1",133.99999999999997,4087
764,31249.499999999996,21400163.124999996,"CLE",70,15,2014,5,8,6,4,1,"will-cherry-1",116,3561
765,31255.5,21400469.5,"UTA",29,6,2013.9999999999998,6,0,1,1,0,"patrick-christopher-1",134,4127
766,31286.99999999998,21400706.745762706,"LAL",1474,703,2013.9999999999989,191,206,51,96,12,"jordan-clarkson-1",92.99999999999997,2947.999999999999
767,31324.500000000004,21401095.750000004,"UTA",86,27,2013.9999999999998,25,1,6,3,3,"jack-cooley-1",123,2435
768,31340,21401085.333333336,"UTA",160,80,2013.9999999999998,18,15,4,12,0,"bryce-cotton-1",130,4316
769,31349.5,21400181.5,"MIA",22,3,2013.9999999999998,2,1,0,1,0,"andre-dawkins-1",142,2470
770,31368.500000000007,21400737.764705885,"DET",458,145,2014,48,104,19,33,6,"spencer-dinwiddie-1",86,2588.0000000000005
772,31407.5,21400660.416666664,"PHI",220,46,2013.9999999999998,15,45,6,25,0,"larry-drew-1",117,4153
773,31433.000000000007,21400715.717948716,"NYK",650,210,2014,97,36,24,40,12,"cleanthony-early-1",75.00000000000001,1965.0000000000005
774,31483.49999999999,21400562.951612893,"MIA",1052,312,2013.9999999999986,176,48,25,39,17,"james-ennis-1",66.99999999999999,2077
775,31531.500000000004,21989047.29411765,"PHO",429,126,2014,39,76,18,42,5,"tyler-ennis-1",33.99999999999999,1213.0000000000005
777,31636.999999999993,24477730.307692308,"PHI",244,57,2013.9999999999998,28,60,8,26,0,"tim-frazier-1",135,4131
778,31665.999999999996,21400886.06666666,"NYK",1459,533,2013.9999999999993,190,150,52,61,12,"langston-galloway-1",132.99999999999997,4721.000000000002
779,31712.000000000004,21400719.91489361,"ORL",797,243,2013.9999999999993,169,33,21,38,22,"aaron-gordon-1",37.99999999999999,1185.0000000000002
780,31739.999999999993,21400175.888888888,"PHI",72,17,2014,18,2,1,8,0,"drew-gordon-1",101,2323
781,31776.999999999985,21400723.215384595,"PHI",1380,411,2013.9999999999989,198,79,40,85,68,"jerami-grant-1",71.99999999999994,1576.0000000000002
782,31830.999999999996,21400793.53488372,"DEN",412,146,2013.9999999999995,31,39,12,14,0,"erick-green-1",129,3650
783,31867,24849101.344827592,"SAS",173,64,2014.0000000000002,48,4,6,14,6,"jamychal-green-1",123,3344.9999999999995
784,31908.999999999996,21400745.509090893,"DEN",723,188,2013.999999999999,64,29,39,38,7,"gary-harris-1",69,2139.0000000000005
785,31964.99999999999,23505760.368421044,"CLE",506,144,2013.9999999999989,42,27,7,28,2,"joe-harris-1",15.000000000000004,151
786,32018.5,21400670.019999992,"UTA",1070,433,2013.999999999999,117,83,30,45,12,"rodney-hood-1",66.99999999999999,2197.0000000000005
788,32147.499999999996,21400697.37999999,"BRK",530,183,2013.999999999999,145,16,10,20,21,"cory-jefferson-1",130,2587
789,32176.5,21400705.125,"OKC",52,16,2014,9,3,2,3,2,"grant-jerrett-1",34,605
790,32199.000000000004,26265370.108108122,"HOU",311,86,2014,43,15,7,23,4,"nick-johnson-1",107.99999999999999,3336.9999999999995
791,32233.5,21400948.593749993,"MIA",600,190,2014,81,42,33,30,9,"tyler-johnson-1",5.000000000000001,
792,32251.5,21401054,"MIN",71,22,2013.9999999999998,6,4,3,2,0,"sean-kilpatrick-1",140,4312
793,32256,21400274.6,"CLE",14,4,2013.9999999999998,1,1,0,0,0,"alex-kirk-1",4,4
795,32320.999999999996,21400650.870129876,"MIN",1905,778,2013.9999999999989,214,276,54,193,10,"zach-lavine-1",37.00000000000002,901.9999999999998
796,32360,21400166,"MEM",6,0,2014,0,0,1,0,0,"kalin-lucas-1",141,4272
798,32395.999999999996,22938968.333333325,"CHI",328,114,2014,45,7,4,18,1,"doug-mcdermott-1",145,4566.999999999999
799,32431.499999999996,21400955.343750007,"OKC",485,201,2014,165,14,16,31,16,"mitch-mcgary-1",47.00000000000001,967.9999999999999
800,32450.500000000004,21401170.5,"PHO",36,9,2014,3,2,3,5,1,"jerel-mcneal-1",130,4017.0000000000005
801,32476.999999999993,21400871.021276608,"UTA",924,248,2013.9999999999993,150,58,56,67,16,"elijah-millsap-1",87.00000000000003,2357
803,32594.999999999996,21400269.333333332,"SAC",2,2,2013.9999999999998,1,0,0,0,0,"eric-moreland-1",89,2225
804,32621.99999999999,21400477.01960784,"MIA",1014,261,2013.999999999999,113,130,40,81,4,"shabazz-napier-1",142.99999999999997,4617.999999999998
