field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,,col_games,col_minutes,intl_games,intl_minutes,intl_group
17566,20300875,2429,1610612749,Dan,Gadzuric,25,6,8,0.75,0,0,0,0,2,0,0,5,1,4,1,2,0,12,A,W,2003,1610612753,0,0,0,0,10,0,0,0,25,0,-1,1,2,2,5,17.28,7.2,1.44,1.44,1.44,dan-gadzuric-1,,122,2940,,,
17584,20300876,2402,1610612739,Dajuan,Wagner,20,5,12,0.417,1,4,0.25,1,2,0.5,0,2,2,4,1,0,0,12,H,W,2003,1610612737,0,0,0,0,8,4,0,0,20,0,10,1,4,1,2,21.6,3.6,3.6,1.8,1.8,dajuan-wagner-1,,36,1144,,,
17585,20300876,2430,1610612739,Carlos,Boozer,30,4,10,0.4,0,0,0,4,4,1,6,9,2,3,0,1,0,12,H,W,2003,1610612737,0,0,0,0,8,2,0,1,30,0,30,1,2,4,15,14.4,18,2.4,0,1.2,carlos-boozer-1,,101,2615,,,
17605,20300877,2421,1610612752,Frank,Williams,6,0,0,0,0,0,0,2,2,1,0,1,1,0,1,1,0,2,H,W,2003,1610612755,0,0,0,0,0,0,0,0,6,0,-1,0,2,0,1,12,6,6,6,0,frank-williams-1,,101,3201,,,
17606,20300877,2422,1610612755,John,Salmons,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,A,L,2003,1610612752,0,0,0,0,0,0,0,0,6,0,-11,0,0,0,0,0,0,0,0,0,john-salmons-1,,124,3819,,,
17607,20300877,2456,1610612752,Cezary,Trybanski,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,H,W,2003,1610612755,0,0,0,0,0,0,0,0,1,0,-4,0,0,0,0,0,0,0,0,0,cezary-trybanski-1,,,,,,
17662,20300880,1938,1610612759,Manu,Ginobili,22,1,6,0.167,0,1,0,1,2,0.5,1,2,3,1,3,4,0,3,H,W,2003,1610612760,0,0,0,0,0,0,0,0,22,0,0,2,2,2,3,4.909090909,4.909090909,4.909090909,4.909090909,3.272727273,manu-ginobili-1,,,,144,4341,4
17667,20300880,2436,1610612760,Ronald,Murray,30,9,14,0.643,0,1,0,6,8,0.75,0,4,7,3,2,2,0,24,A,L,2003,1610612759,0,0,0,0,10,4,0,0,30,0,14,0,6,0,4,28.8,4.8,8.4,2.4,0,ronald-murray-1,,,,,,
17668,20300880,2484,1610612759,Devin,Brown,10,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,H,W,2003,1610612760,0,0,0,0,0,0,0,0,10,0,-9,0,0,0,2,0,7.2,7.2,0,0,devin-brown-1,,105,3360,,,
17687,20300881,2397,1610612745,Ming,Yao,37,13,21,0.619,0,0,0,7,7,1,1,7,1,5,0,2,1,33,H,L,2003,1610612747,0,0,0,0,16,0,0,0,37,0,11,3,4,5,8,32.10810811,7.783783784,0.972972973,0,2.918918919,ming-yao-1,,,,,,
17688,20300881,2416,1610612747,Kareem,Rush,15,2,3,0.667,2,3,0.667,0,0,0,1,0,0,1,0,1,0,6,A,W,2003,1610612745,0,0,0,0,0,0,0,0,15,0,4,0,0,0,1,14.4,2.4,0,0,0,kareem-rush-1,,84,2536,,,
17705,20300882,2405,1610612756,Amar'e,Stoudemire,40,14,20,0.7,0,0,0,4,6,0.667,4,7,1,2,1,1,0,32,H,W,2003,1610612751,0,0,0,0,24,2,0,1,40,0,12,0,7,5,11,28.8,9.9,0.9,0.9,0,amar'e-stoudemire-1,,,,,,
17706,20300882,2418,1610612756,Casey,Jacobsen,13,0,2,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,H,W,2003,1610612751,0,0,0,0,0,0,0,0,13,0,-7,0,0,0,2,0,5.538461538,0,2.769230769,0,casey-jacobsen-1,,95,3021,,,
17724,20300883,2060,1610612746,Marko,Jaric,31,4,10,0.4,1,2,0.5,0,0,0,0,2,5,4,1,1,1,9,H,L,2003,1610612754,0,0,0,0,6,0,0,0,31,0,-14,1,0,0,2,10.4516129,2.322580645,5.806451613,1.161290323,1.161290323,marko-jaric-1,,,,160,4395,4
17728,20300883,2404,1610612746,Chris,Wilcox,23,3,6,0.5,0,0,0,1,2,0.5,4,6,0,1,0,1,0,7,H,L,2003,1610612754,0,0,0,0,6,0,0,0,23,0,8,1,3,4,10,10.95652174,15.65217391,0,0,1.565217391,chris-wilcox-1,,70,1162,,,
17729,20300883,2410,1610612754,Fred,Jones,13,2,3,0.667,1,1,1,7,8,0.875,1,0,2,0,3,0,0,12,A,W,2003,1610612746,0,0,0,0,2,2,0,0,13,0,-5,0,6,2,1,33.23076923,2.769230769,5.538461538,8.307692308,0,fred-jones-1,,125,3525,,,
17747,20300884,2422,1610612755,John,Salmons,29,6,10,0.6,1,2,0.5,1,1,1,1,2,3,2,0,1,0,14,H,L,2003,1610612758,0,0,0,0,6,7,0,0,29,12,17,0,4,3,3,17.37931034,3.724137931,3.724137931,0,0,john-salmons-1,,124,3819,,,
17762,20300885,2406,1610612748,Caron,Butler,36,9,19,0.474,0,1,0,3,4,0.75,2,4,1,4,1,1,0,21,H,W,2003,1610612749,0,0,0,0,10,6,0,0,36,0,3,1,4,0,6,21,6,1,1,1,caron-butler-1,,63,2173,,,
17763,20300885,2409,1610612749,Marcus,Haislip,11,2,2,1,0,0,0,2,3,0.667,1,0,0,1,0,1,0,6,A,L,2003,1610612748,0,0,0,0,2,0,0,0,11,0,2,0,4,0,1,19.63636364,3.272727273,0,0,0,marcus-haislip-1,,89,1521,,,
17764,20300885,2429,1610612749,Dan,Gadzuric,18,1,2,0.5,0,0,0,0,0,0,1,0,0,2,0,1,2,2,A,L,2003,1610612748,0,0,0,0,0,0,0,0,18,0,-3,0,0,0,1,4,2,0,0,0,dan-gadzuric-1,,122,2940,,,
17765,20300885,2446,1610612748,Rasual,Butler,25,8,14,0.571,3,5,0.6,1,3,0.333,0,4,0,5,0,1,0,20,H,W,2003,1610612749,0,0,0,0,4,4,0,0,25,0,-1,0,5,0,4,28.8,5.76,0,0,0,rasual-butler-1,,110,4213,,,
17785,20300886,2417,1610612757,Qyntel,Woods,12,3,4,0.75,2,3,0.667,0,0,0,0,2,0,0,0,0,0,8,H,L,2003,1610612765,0,0,0,0,2,0,0,0,12,0,6,0,0,3,2,24,6,0,0,0,qyntel-woods-1,,,,,,
17786,20300886,2419,1610612765,Tayshaun,Prince,42,4,14,0.286,2,5,0.4,2,2,1,1,6,6,0,0,3,1,12,A,W,2003,1610612757,0,0,0,0,4,0,0,0,42,0,15,1,0,2,7,10.28571429,6,5.142857143,0,0.857142857,tayshaun-prince-1,,135,4023,,,
17787,20300886,2424,1610612757,Dan,Dickau,20,3,8,0.375,1,1,1,2,2,1,0,2,1,3,2,1,0,9,H,L,2003,1610612765,0,0,0,0,2,2,0,0,20,0,6,2,2,0,2,16.2,3.6,1.8,3.6,3.6,dan-dickau-1,,97,3113,,,
17804,20300887,2400,1610612753,Drew,Gooden,17,6,8,0.75,2,4,0.5,0,0,0,1,2,0,0,1,1,2,14,H,W,2003,1610612737,0,0,0,0,4,2,0,0,17,0,0,0,2,0,3,29.64705882,6.352941176,0,2.117647059,0,drew-gooden-1,,98,2567,,,
17838,20300889,2407,1610612764,Jared,Jeffries,29,2,9,0.222,0,1,0,2,2,1,4,5,2,5,1,5,1,6,A,L,2003,1610612738,0,0,0,0,4,2,0,0,29,0,-9,1,2,2,9,7.448275862,11.17241379,2.482758621,1.24137931,1.24137931,jared-jeffries-1,,70,2282,,,
17839,20300889,2412,1610612738,Jiri,Welsch,13,2,3,0.667,0,1,0,0,0,0,0,2,2,1,1,4,0,4,H,W,2003,1610612764,0,0,0,0,2,0,0,0,13,0,-5,0,0,0,2,11.07692308,5.538461538,5.538461538,2.769230769,0,jiri-welsch-1,,,,35,876,2
17840,20300889,2413,1610612764,Juan,Dixon,32,5,13,0.385,4,9,0.444,3,4,0.75,0,1,3,3,1,0,0,17,A,L,2003,1610612738,0,0,0,0,2,2,0,0,32,0,1,0,1,6,1,19.125,1.125,3.375,1.125,0,juan-dixon-1,,141,4004,,,
17860,20300890,2402,1610612739,Dajuan,Wagner,11,2,7,0.286,0,3,0,1,2,0.5,0,0,1,1,1,1,0,5,A,W,2003,1610612740,0,0,0,0,2,0,0,0,11,0,2,1,3,2,0,16.36363636,0,3.272727273,3.272727273,3.272727273,dajuan-wagner-1,,36,1144,,,
17861,20300890,2430,1610612739,Carlos,Boozer,38,8,16,0.5,0,0,0,2,2,1,3,5,1,1,1,2,1,18,A,W,2003,1610612740,0,0,0,0,12,2,0,0,38,0,9,1,2,4,8,17.05263158,7.578947368,0.947368421,0.947368421,0.947368421,carlos-boozer-1,,101,2615,,,
17883,20300891,2397,1610612745,Ming,Yao,32,9,16,0.563,0,0,0,9,9,1,2,4,4,2,0,3,0,27,A,W,2003,1610612750,0,0,0,0,10,0,0,0,32,0,13,0,4,6,6,30.375,6.75,4.5,0,0,ming-yao-1,,,,,,
17899,20300892,1938,1610612759,Manu,Ginobili,27,3,7,0.429,0,2,0,5,6,0.833,1,5,3,4,2,4,0,11,H,W,2003,1610612742,0,0,0,0,6,0,0,0,27,0,10,0,0,0,6,14.66666667,8,4,2.666666667,0,manu-ginobili-1,,,,144,4341,4
17904,20300892,2484,1610612759,Devin,Brown,11,0,3,0,0,0,0,5,6,0.833,0,6,1,2,0,0,0,5,H,W,2003,1610612742,0,0,0,0,0,2,0,0,11,0,11,1,0,0,6,16.36363636,19.63636364,3.272727273,0,3.272727273,devin-brown-1,,105,3360,,,
17926,20300893,2410,1610612754,Fred,Jones,13,1,1,1,1,1,1,7,8,0.875,0,0,1,2,0,1,1,10,A,W,2003,1610612762,0,0,0,0,0,1,0,0,13,0,2,0,2,0,0,27.69230769,0,2.769230769,0,0,fred-jones-1,,125,3525,,,
17944,20300894,2416,1610612747,Kareem,Rush,37,4,9,0.444,3,5,0.6,0,0,0,0,1,0,2,2,2,1,11,H,W,2003,1610612760,0,0,0,0,0,0,0,0,37,0,-2,0,0,0,1,10.7027027,0.972972973,0,1.945945946,0,kareem-rush-1,,84,2536,,,
17945,20300894,2436,1610612760,Ronald,Murray,35,11,20,0.55,0,3,0,6,7,0.857,0,5,6,5,1,4,1,28,A,L,2003,1610612747,0,0,0,0,10,4,0,0,35,0,1,1,2,4,5,28.8,5.142857143,6.171428571,1.028571429,1.028571429,ronald-murray-1,,,,,,
17966,20300895,2399,1610612744,Mike,Dunleavy,39,8,15,0.533,2,5,0.4,2,4,0.5,0,5,3,3,0,4,0,20,H,L,2003,1610612751,0,0,0,0,4,2,0,0,39,0,-6,1,6,2,5,18.46153846,4.615384615,2.769230769,0,0.923076923,mike-dunleavy-1,,111,3762,,,
17981,20300896,2406,1610612748,Caron,Butler,33,3,10,0.3,0,1,0,2,4,0.5,1,6,2,5,1,3,1,8,H,W,2003,1610612758,0,0,0,0,6,4,0,0,33,0,0,2,4,0,7,8.727272727,7.636363636,2.181818182,1.090909091,2.181818182,caron-butler-1,,63,2173,,,
17983,20300896,2446,1610612748,Rasual,Butler,30,7,15,0.467,3,7,0.429,0,0,0,0,2,1,0,0,1,1,17,H,W,2003,1610612758,0,0,0,0,8,8,0,0,30,0,15,1,3,0,2,20.4,2.4,1.2,0,1.2,rasual-butler-1,,110,4213,,,
17995,20300897,2060,1610612746,Marko,Jaric,33,5,10,0.5,1,1,1,2,2,1,2,1,4,2,0,3,0,13,H,L,2003,1610612763,0,0,0,0,8,2,0,0,33,0,8,1,4,3,3,14.18181818,3.272727273,4.363636364,0,1.090909091,marko-jaric-1,,,,160,4395,4
18001,20300897,2404,1610612746,Chris,Wilcox,13,1,1,1,0,0,0,1,2,0.5,0,1,1,4,0,1,0,3,H,L,2003,1610612763,0,0,0,0,2,0,0,0,13,0,-10,0,1,0,1,8.307692308,2.769230769,2.769230769,0,0,chris-wilcox-1,,70,1162,,,
18018,20300898,2321,1610612741,Paul,Shirley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2003,1610612755,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,paul-shirley-1,,109,2452,29,603,2
18019,20300898,2422,1610612755,John,Salmons,24,3,7,0.429,2,3,0.667,0,0,0,0,4,1,1,0,1,0,8,H,W,2003,1610612741,0,0,0,0,2,0,0,0,23,53,-10,1,0,0,4,12,6,1.5,0,1.5,john-salmons-1,,124,3819,,,
18040,20300899,2429,1610612749,Dan,Gadzuric,15,2,3,0.667,0,0,0,1,1,1,0,1,1,3,2,1,2,5,A,L,2003,1610612739,0,0,0,0,4,5,0,0,15,0,-3,0,5,0,1,12,2.4,2.4,4.8,0,dan-gadzuric-1,,122,2940,,,
18041,20300899,2430,1610612739,Carlos,Boozer,39,10,16,0.625,0,0,0,2,2,1,3,10,1,3,1,1,0,22,H,W,2003,1610612749,0,0,0,0,20,6,0,1,39,0,17,2,4,2,13,20.30769231,12,0.923076923,0.923076923,1.846153846,carlos-boozer-1,,101,2615,,,
18061,20300900,2401,1610612743,Nikoloz,Tskitishvili,12,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,H,L,2003,1610612765,0,0,0,0,0,0,0,0,12,0,-3,0,0,0,2,0,6,0,3,0,nikoloz-tskitishvili-1,,,,17,176,1
18062,20300900,2403,1610612743,Nene,Hilario,32,2,8,0.25,0,1,0,1,2,0.5,3,2,0,3,4,5,1,5,H,L,2003,1610612765,0,0,0,0,2,0,0,0,32,0,-25,2,0,1,5,5.625,5.625,0,4.5,2.25,nene-hilario-1,,,,,,
18063,20300900,2419,1610612765,Tayshaun,Prince,23,4,8,0.5,1,1,1,2,2,1,3,5,3,1,0,1,2,11,A,W,2003,1610612743,0,0,0,0,4,0,0,0,23,0,26,1,2,7,8,17.2173913,12.52173913,4.695652174,0,1.565217391,tayshaun-prince-1,,135,4023,,,
18075,20300901,1938,1610612759,Manu,Ginobili,18,3,7,0.429,1,3,0.333,2,2,1,0,2,1,0,2,2,0,9,A,W,2003,1610612756,0,0,0,0,4,0,0,0,18,0,2,2,2,0,2,18,4,2,4,4,manu-ginobili-1,,,,144,4341,4
18081,20300901,2405,1610612756,Amar'e,Stoudemire,39,9,16,0.563,0,0,0,5,6,0.833,2,7,1,3,0,3,2,23,H,L,2003,1610612759,0,0,0,0,14,0,0,0,39,0,-13,0,6,4,9,21.23076923,8.307692308,0.923076923,0,0,amar'e-stoudemire-1,,,,,,
18082,20300901,2418,1610612756,Casey,Jacobsen,14,1,3,0.333,1,2,0.5,0,0,0,0,0,0,2,0,0,0,3,H,L,2003,1610612759,0,0,0,0,0,0,0,0,14,0,-1,0,0,0,0,7.714285714,0,0,0,0,casey-jacobsen-1,,95,3021,,,
18083,20300901,2484,1610612759,Devin,Brown,18,2,6,0.333,0,0,0,2,2,1,3,2,0,1,0,2,0,6,A,W,2003,1610612756,0,0,0,0,2,0,0,0,18,0,3,1,0,4,5,12,10,0,0,2,devin-brown-1,,105,3360,,,
18106,20300902,2417,1610612757,Qyntel,Woods,3,1,3,0.333,0,0,0,0,0,0,0,0,1,0,1,0,0,2,H,W,2003,1610612762,0,0,0,0,2,2,0,0,3,0,-2,0,2,0,0,24,0,12,12,0,qyntel-woods-1,,,,,,
18107,20300902,2424,1610612757,Dan,Dickau,15,1,5,0.2,1,2,0.5,0,0,0,0,1,2,3,0,0,0,3,H,W,2003,1610612762,0,0,0,0,0,3,0,0,15,0,4,0,0,0,1,7.2,2.4,4.8,0,0,dan-dickau-1,,97,3113,,,
18145,20300904,2397,1610612745,Ming,Yao,39,13,19,0.684,0,0,0,3,3,1,2,8,1,2,2,4,3,29,H,W,2003,1610612742,0,0,0,0,16,0,0,1,39,0,6,1,2,4,10,26.76923077,9.230769231,0.923076923,1.846153846,0.923076923,ming-yao-1,,,,,,
18161,20300905,2407,1610612764,Jared,Jeffries,27,2,5,0.4,0,0,0,1,2,0.5,2,2,2,2,2,1,0,5,H,L,2003,1610612752,0,0,0,0,4,1,0,0,27,0,-16,0,0,2,4,6.666666667,5.333333333,2.666666667,2.666666667,0,jared-jeffries-1,,70,2282,,,
18162,20300905,2413,1610612764,Juan,Dixon,44,11,18,0.611,3,4,0.75,0,0,0,1,2,4,0,1,3,0,25,H,L,2003,1610612752,0,0,0,0,10,5,0,0,44,0,-4,1,4,4,3,20.45454545,2.454545455,3.272727273,0.818181818,0.818181818,juan-dixon-1,,141,4004,,,
18163,20300905,2437,1610612764,Lonny,Baxter,6,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,H,L,2003,1610612752,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,36,0,0,0,lonny-baxter-1,,138,3367,,,
18164,20300905,2456,1610612752,Cezary,Trybanski,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,W,2003,1610612764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,cezary-trybanski-1,,,,,,
18184,20300906,2416,1610612747,Kareem,Rush,31,3,7,0.429,1,2,0.5,1,2,0.5,1,4,1,0,0,0,0,8,H,W,2003,1610612751,0,0,0,0,4,3,0,0,31,0,3,0,3,0,5,9.290322581,5.806451613,1.161290323,0,0,kareem-rush-1,,84,2536,,,
18223,20300908,2412,1610612738,Jiri,Welsch,29,7,12,0.583,2,5,0.4,2,2,1,0,7,0,0,2,0,0,18,A,W,2003,1610612750,0,0,0,0,10,9,0,0,29,0,9,0,2,0,7,22.34482759,8.689655172,0,2.482758621,0,jiri-welsch-1,,,,35,876,2
18242,20300909,2399,1610612744,Mike,Dunleavy,40,5,13,0.385,1,3,0.333,2,3,0.667,2,5,5,3,5,4,0,13,H,L,2003,1610612763,0,0,0,0,4,2,0,0,40,0,3,1,2,0,7,11.7,6.3,4.5,4.5,0.9,mike-dunleavy-1,,111,3762,,,
18261,20300910,2419,1610612765,Tayshaun,Prince,36,5,11,0.455,2,5,0.4,2,2,1,1,2,2,0,1,0,0,14,A,W,2003,1610612760,0,0,0,0,2,0,0,0,36,0,25,0,2,2,3,14,3,2,1,0,tayshaun-prince-1,,135,4023,,,
18262,20300910,2436,1610612760,Ronald,Murray,28,2,5,0.4,1,3,0.333,0,0,0,1,4,1,0,2,4,0,5,H,L,2003,1610612765,0,0,0,0,2,2,0,0,28,0,-30,1,0,0,5,6.428571429,6.428571429,1.285714286,2.571428571,1.285714286,ronald-murray-1,,,,,,
18279,20300911,2060,1610612746,Marko,Jaric,35,1,7,0.143,0,4,0,2,2,1,0,1,9,2,2,2,0,4,H,W,2003,1610612757,0,0,0,0,0,0,0,0,35,0,20,0,2,0,1,4.114285714,1.028571429,9.257142857,2.057142857,0,marko-jaric-1,,,,160,4395,4
18284,20300911,2404,1610612746,Chris,Wilcox,19,1,3,0.333,0,0,0,2,2,1,1,3,1,1,1,2,0,4,H,W,2003,1610612757,0,0,0,0,2,0,0,0,19,0,-4,1,0,2,4,7.578947368,7.578947368,1.894736842,1.894736842,1.894736842,chris-wilcox-1,,70,1162,,,
18285,20300911,2408,1610612746,Melvin,Ely,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,W,2003,1610612757,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,melvin-ely-1,,124,4030,,,
18286,20300911,2417,1610612757,Qyntel,Woods,10,0,5,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,A,L,2003,1610612746,0,0,0,0,0,0,0,0,10,0,0,2,0,0,1,0,3.6,0,3.6,7.2,qyntel-woods-1,,,,,,
18287,20300911,2424,1610612757,Dan,Dickau,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,A,L,2003,1610612746,0,0,0,0,0,0,0,0,4,0,-8,0,0,0,0,0,0,0,0,0,dan-dickau-1,,97,3113,,,
18306,20300912,2403,1610612743,Nene,Hilario,35,1,3,0.333,0,0,0,6,8,0.75,1,3,4,6,0,2,1,8,H,L,2003,1610612754,0,0,0,0,2,2,0,0,35,0,-12,0,1,0,4,8.228571429,4.114285714,4.114285714,0,0,nene-hilario-1,,,,,,
18307,20300912,2410,1610612754,Fred,Jones,16,1,2,0.5,1,2,0.5,2,3,0.667,0,0,2,2,1,1,1,5,A,W,2003,1610612743,0,0,0,0,0,1,0,0,16,0,-2,0,0,0,0,11.25,0,4.5,2.25,0,fred-jones-1,,125,3525,,,
18324,20300913,2422,1610612755,John,Salmons,32,5,13,0.385,1,6,0.167,2,3,0.667,1,5,2,5,1,1,0,13,H,W,2003,1610612749,0,0,0,0,6,3,0,0,32,0,-4,0,0,2,6,14.625,6.75,2.25,1.125,0,john-salmons-1,,124,3819,,,
18325,20300913,2429,1610612749,Dan,Gadzuric,9,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,A,L,2003,1610612755,0,0,0,0,0,0,0,0,9,0,-8,1,0,0,0,0,0,0,0,4,dan-gadzuric-1,,122,2940,,,
18343,20300914,2402,1610612739,Dajuan,Wagner,2,0,0,0,0,0,0,1,2,0.5,0,0,0,1,0,0,0,1,A,W,2003,1610612737,0,0,0,0,0,0,0,0,2,0,-4,0,0,0,0,18,0,0,0,0,dajuan-wagner-1,,36,1144,,,
18344,20300914,2430,1610612739,Carlos,Boozer,30,9,14,0.643,0,0,0,7,8,0.875,1,10,0,5,1,1,1,25,A,W,2003,1610612737,0,0,0,0,14,6,0,1,30,0,11,0,4,0,11,30,13.2,0,1.2,0,carlos-boozer-1,,101,2615,,,
18362,20300915,2405,1610612756,Amar'e,Stoudemire,46,6,9,0.667,0,1,0,7,8,0.875,3,5,4,2,1,3,2,19,A,L,2003,1610612742,0,0,0,0,12,0,0,0,46,0,-13,0,0,4,8,14.86956522,6.260869565,3.130434783,0.782608696,0,amar'e-stoudemire-1,,,,,,
18363,20300915,2418,1610612756,Casey,Jacobsen,31,3,10,0.3,2,6,0.333,1,2,0.5,1,2,1,2,0,4,0,9,A,L,2003,1610612742,0,0,0,0,2,0,0,0,31,0,-7,2,0,2,3,10.4516129,3.483870968,1.161290323,0,2.322580645,casey-jacobsen-1,,95,3021,,,
18380,20300916,1921,1610612762,Gordan,Giricek,34,7,17,0.412,1,2,0.5,6,6,1,1,5,2,1,4,3,0,21,H,W,2003,1610612747,0,0,0,0,6,2,0,0,34,0,9,1,5,0,6,22.23529412,6.352941176,2.117647059,4.235294118,1.058823529,gordan-giricek-1,,,,,,
18385,20300916,2416,1610612747,Kareem,Rush,42,5,11,0.455,2,4,0.5,0,0,0,1,3,1,3,1,1,2,12,A,L,2003,1610612762,0,0,0,0,2,0,0,0,42,0,2,2,2,2,4,10.28571429,3.428571429,0.857142857,0.857142857,1.714285714,kareem-rush-1,,84,2536,,,
18404,20300917,2401,1610612743,Nikoloz,Tskitishvili,6,2,3,0.667,0,0,0,2,2,1,0,0,0,2,0,1,0,6,A,W,2003,1610612764,0,0,0,0,2,4,0,0,6,0,3,0,4,0,0,36,0,0,0,0,nikoloz-tskitishvili-1,,,,17,176,1
18405,20300917,2403,1610612743,Nene,Hilario,29,5,7,0.714,0,0,0,5,6,0.833,1,6,0,4,2,2,0,15,A,W,2003,1610612764,0,0,0,0,10,4,0,0,29,0,32,0,1,0,7,18.62068966,8.689655172,0,2.482758621,0,nene-hilario-1,,,,,,
18406,20300917,2407,1610612764,Jared,Jeffries,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,H,L,2003,1610612743,0,0,0,0,0,0,0,0,4,0,-2,0,0,0,0,0,0,0,0,0,jared-jeffries-1,,70,2282,,,
18407,20300917,2413,1610612764,Juan,Dixon,40,8,18,0.444,0,5,0,3,3,1,1,4,3,1,0,2,0,19,H,L,2003,1610612743,0,0,0,0,6,0,0,0,40,0,-26,0,0,4,5,17.1,4.5,2.7,0,0,juan-dixon-1,,141,4004,,,
18408,20300917,2437,1610612764,Lonny,Baxter,18,4,5,0.8,0,0,0,2,2,1,1,3,0,3,0,1,0,10,H,L,2003,1610612743,0,0,0,0,4,2,0,0,18,0,-9,0,2,0,4,20,8,0,0,0,lonny-baxter-1,,138,3367,,,
18429,20300918,2410,1610612754,Fred,Jones,17,2,3,0.667,2,2,1,2,2,1,0,1,0,0,0,1,0,8,H,W,2003,1610612761,0,0,0,0,0,0,0,0,17,0,-12,1,3,0,1,16.94117647,2.117647059,0,0,2.117647059,fred-jones-1,,125,3525,,,
18430,20300918,2425,1610612761,Robert,Archibald,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,A,L,2003,1610612754,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,4.5,0,robert-archibald-1,,130,2106,,,
18445,20300919,2412,1610612738,Jiri,Welsch,27,1,7,0.143,0,0,0,1,2,0.5,0,3,1,2,0,0,0,3,A,W,2003,1610612752,0,0,0,0,2,0,0,0,27,0,-6,0,2,0,3,4,4,1.333333333,0,0,jiri-welsch-1,,,,35,876,2
18460,20300920,2406,1610612748,Caron,Butler,19,2,5,0.4,0,0,0,0,0,0,2,0,1,1,0,0,0,4,H,W,2003,1610612753,0,0,0,0,2,0,0,0,19,0,0,0,0,2,2,7.578947368,3.789473684,1.894736842,0,0,caron-butler-1,,63,2173,,,
18461,20300920,2446,1610612748,Rasual,Butler,25,8,14,0.571,3,5,0.6,0,0,0,2,0,1,1,0,0,0,19,H,W,2003,1610612753,0,0,0,0,8,2,0,0,25,0,11,0,3,2,2,27.36,2.88,1.44,0,0,rasual-butler-1,,110,4213,,,
18476,20300921,1938,1610612759,Manu,Ginobili,30,1,4,0.25,0,2,0,4,4,1,0,2,4,2,2,6,0,6,A,L,2003,1610612763,0,0,0,0,0,0,0,0,30,0,-15,0,0,0,2,7.2,2.4,4.8,2.4,0,manu-ginobili-1,,,,144,4341,4
18484,20300921,2484,1610612759,Devin,Brown,7,1,2,0.5,0,0,0,0,0,0,0,2,0,1,0,1,0,2,A,L,2003,1610612763,0,0,0,0,2,0,0,0,7,0,-4,0,0,0,2,10.28571429,10.28571429,0,0,0,devin-brown-1,,105,3360,,,
18498,20300922,2321,1610612741,Paul,Shirley,10,1,4,0.25,0,1,0,0,0,0,2,1,0,2,0,0,0,2,H,L,2003,1610612755,0,0,0,0,0,0,0,0,10,0,6,2,0,0,3,7.2,10.8,0,0,7.2,paul-shirley-1,,109,2452,29,603,2
18499,20300922,2422,1610612755,John,Salmons,30,3,9,0.333,1,3,0.333,6,8,0.75,2,6,3,0,1,2,0,13,A,W,2003,1610612741,0,0,0,0,4,2,0,0,30,0,3,2,0,2,8,15.6,9.6,3.6,1.2,2.4,john-salmons-1,,124,3819,,,
18519,20300923,2397,1610612745,Ming,Yao,32,4,12,0.333,0,0,0,11,12,0.917,3,7,1,2,1,2,2,19,H,W,2003,1610612746,0,0,0,0,8,2,0,1,32,0,5,1,8,4,10,21.375,11.25,1.125,1.125,1.125,ming-yao-1,,,,,,
18520,20300923,2404,1610612746,Chris,Wilcox,9,0,4,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,A,L,2003,1610612745,0,0,0,0,0,0,0,0,9,0,2,1,0,0,3,0,12,0,0,4,chris-wilcox-1,,70,1162,,,
